97,613.0,51.67,-0.29,80,7.4,12.2,0.5
98,250.0,51.67,-0.28,91,7.4,13.6,0.5
99,287.0,51.67,-0.27,118,7.4,31.0,0.5
100,496.0,51.67,-0.26,121,7.4,29.2,0.5
101,276.0,51.67,-0.25,117,7.4,36.0,0.5
102,159.0,51.67,-0.24,103,7.4,36.0,0.5
103,103.0,51.67,-0.23,101,7.4,20.5,0.5
104,87.0,51.67,-0.22,94,7.4,36.0,0.5
105,141.0,51.67,-0.21,99,7.4,36.0,0.5
106,153.0,51.67,-0.2,127,7.4,29.1,0.5
107,249.0,51.67,-0.19,113,7.4,36.0,0.5
108,395.0,51.67,-0.18,93,7.4,36.0,0.5
109,264.0,51.67,-0.17,85,7.4,22.3,0.5
110,299.0,51.67,-0.16,77,7.4,18.7,0.5
111,152.0,51.67,-0.15,77,7.4,36.0,0.5
112,143.0,51.67,-0.14,78,7.4,36.0,0.5
113,327.0,51.67,-0.13,66,7.4,36.0,0.5
114,266.0,51.67,-0.12,47,7.4,36.0,0.5
115,385.0,51.67,-0.11,54,7.4,36.0,0.5
116,116.0,51.67,-0.1,49,7.4,36.0,0.5
117,314.0,51.67,-0.09,44,7.4,36.0,0.5
118,287.0,51.67,-0.08,38,7.4,29.8,0.5
119,243.0,51.67,-0.07,50,7.4,36.0,0.5
120,575.0,51.67,-0.06,32,7.4,33.1,0.5
121,650.0,51.67,-0.05,25,7.4,34.4,0.5
122,515.0,51.67,-0.04,22,7.4,35.5,0.5
123,621.0,51.67,-0.03,20,7.4,34.5,0.5
124,748.0,51.67,-0.02,18,7.4,32.8,0.5
125,491.0,51.67,-0.01,18,7.4,35.5,0.5
126,214.0,51.67,0.0,28,7.4,30.3,0.5
127,128.0,51.67,0.01,31,7.4,21.4,0.5
128,296.0,51.67,0.02,41,7.4,21.2,0.5
129,283.0,51.67,0.03,59,7.4,27.0,0.5
130,184.0,51.67,0.04,85,7.4,36.0,0.5
131,152.0,51.67,0.05,108,7.4,36.0,0.5
132,421.0,51.67,0.06,113,7.4,36.0,0.5
133,451.0,51.67,0.07,111,7.4,34.7,0.5
134,251.0,51.67,0.08,87,7.4,32.9,0.5
135,403.0,51.67,0.09,71,7.4,30.9,0.5
136,311.0,51.67,0.1,54,7.4,23.3,0.5
137,220.0,51.67,0.11,74,7.4,26.4,0.5
138,164.0,51.67,0.12,70,7.4,24.2,0.5
139,245.0,51.67,0.13,36,7.4,21.5,0.5
